
---------- Begin Simulation Statistics ----------
simSeconds                                   0.062394                       # Number of seconds simulated (Second)
simTicks                                  62393801064                       # Number of ticks simulated (Tick)
finalTick                                 62393801064                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1091.89                       # Real time elapsed on the host (Second)
hostTickRate                                 57142731                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     715808                       # Number of bytes of host memory used (Byte)
simInsts                                    430328309                       # Number of instructions simulated (Count)
simOps                                      430330095                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   394112                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     394113                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       167534643                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      258098810                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                    5185                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     252910974                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 40709                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined            11968799                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          9462959                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                892                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          167296497                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.511753                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.847162                       # Number of insts issued each cycle (Count)
system.cpu1.fetch.nisnDist::1                 3386752      3.14%     71.61% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::2                 2723797      2.53%     74.14% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::3                 2656614      2.47%     76.61% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::4                 3720208      3.45%     80.06% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::5                 2413613      2.24%     82.30% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::6                 2760688      2.56%     84.86% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::7                 1914670      1.78%     86.64% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::8                14395410     13.36%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::total           107744940                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.branchRate                 0.067131                       # Number of branch fetches per cycle (Ratio)
system.cpu1.fetch.rate                       1.752359                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu1.icache.demandHits::cpu1.inst     13992763                       # number of demand (read+write) hits (Count)
system.cpu1.icache.demandHits::total         13992763                       # number of demand (read+write) hits (Count)
system.cpu1.icache.overallHits::cpu1.inst     13992763                       # number of overall hits (Count)
system.cpu1.icache.overallHits::total        13992763                       # number of overall hits (Count)
system.cpu1.icache.demandMisses::cpu1.inst          608                       # number of demand (read+write) misses (Count)
system.cpu1.icache.demandMisses::total            608                       # number of demand (read+write) misses (Count)
system.cpu1.icache.overallMisses::cpu1.inst          608                       # number of overall misses (Count)
system.cpu1.icache.overallMisses::total           608                       # number of overall misses (Count)
system.cpu1.icache.demandMissLatency::cpu1.inst     40380627                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.demandMissLatency::total     40380627                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.overallMissLatency::cpu1.inst     40380627                       # number of overall miss ticks (Tick)
system.cpu1.icache.overallMissLatency::total     40380627                       # number of overall miss ticks (Tick)
system.cpu1.icache.demandAccesses::cpu1.inst     13993371                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.demandAccesses::total     13993371                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::cpu1.inst     13993371                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::total     13993371                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.demandMissRate::cpu1.inst     0.000043                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.demandMissRate::total     0.000043                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.overallMissRate::cpu1.inst     0.000043                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.overallMissRate::total     0.000043                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.demandAvgMissLatency::cpu1.inst 66415.504934                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.icache.demandAvgMissLatency::total 66415.504934                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.icache.overallAvgMissLatency::cpu1.inst 66415.504934                       # average overall miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMissLatency::total 66415.504934                       # average overall miss latency ((Tick/Count))
system.cpu1.icache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu1.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.icache.avgBlocked::no_mshrs           nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.writebacks::writebacks           19                       # number of writebacks (Count)
system.cpu1.icache.writebacks::total               19                       # number of writebacks (Count)
system.cpu1.icache.demandMshrHits::cpu1.inst          152                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.demandMshrHits::total          152                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.overallMshrHits::cpu1.inst          152                       # number of overall MSHR hits (Count)
system.cpu1.icache.overallMshrHits::total          152                       # number of overall MSHR hits (Count)
system.cpu1.icache.demandMshrMisses::cpu1.inst          456                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.demandMshrMisses::total          456                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::cpu1.inst          456                       # number of overall MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::total          456                       # number of overall MSHR misses (Count)
system.cpu1.icache.demandMshrMissLatency::cpu1.inst     31664829                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissLatency::total     31664829                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::cpu1.inst     31664829                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::total     31664829                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissRate::cpu1.inst     0.000033                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.demandMshrMissRate::total     0.000033                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::cpu1.inst     0.000033                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::total     0.000033                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.demandAvgMshrMissLatency::cpu1.inst 69440.414474                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.demandAvgMshrMissLatency::total 69440.414474                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMshrMissLatency::cpu1.inst 69440.414474                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMshrMissLatency::total 69440.414474                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.replacements                    19                       # number of replacements (Count)
system.cpu1.icache.ReadReq.hits::cpu1.inst     13992763                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.hits::total       13992763                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.misses::cpu1.inst          608                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.misses::total          608                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.missLatency::cpu1.inst     40380627                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.missLatency::total     40380627                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.accesses::cpu1.inst     13993371                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.accesses::total     13993371                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.missRate::cpu1.inst     0.000043                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.missRate::total     0.000043                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.avgMissLatency::cpu1.inst 66415.504934                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.avgMissLatency::total 66415.504934                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.mshrHits::cpu1.inst          152                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrHits::total          152                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrMisses::cpu1.inst          456                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMisses::total          456                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMissLatency::cpu1.inst     31664829                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissLatency::total     31664829                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissRate::cpu1.inst     0.000033                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.mshrMissRate::total     0.000033                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.avgMshrMissLatency::cpu1.inst 69440.414474                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.avgMshrMissLatency::total 69440.414474                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.icache.power_state.pwrStateResidencyTicks::UNDEFINED  62393801064                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.icache.tags.tagsInUse          152.417838                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.icache.tags.totalRefs            13993219                       # Total number of references to valid blocks. (Count)
system.cpu1.icache.tags.sampledRefs               456                       # Sample count of references to valid blocks. (Count)
system.cpu1.icache.tags.avgRefs          30686.883772                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.icache.tags.warmupTick        23712546543                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.icache.tags.occupancies::cpu1.inst   152.417838                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu1.icache.tags.avgOccs::cpu1.inst     0.297691                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.icache.tags.avgOccs::total       0.297691                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.icache.tags.occupanciesTaskId::1024          437                       # Occupied blocks per task id (Count)
system.cpu1.icache.tags.ageTaskId_1024::2           76                       # Occupied blocks per task id, per block age (Count)
system.cpu1.icache.tags.ageTaskId_1024::3          146                       # Occupied blocks per task id, per block age (Count)
system.cpu1.icache.tags.ageTaskId_1024::4          215                       # Occupied blocks per task id, per block age (Count)
system.cpu1.icache.tags.ratioOccsTaskId::1024     0.853516                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu1.icache.tags.tagAccesses         111947424                       # Number of tag accesses (Count)
system.cpu1.icache.tags.dataAccesses        111947424                       # Number of data accesses (Count)
system.cpu1.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  62393801064                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu1.iew.squashCycles                    93303                       # Number of cycles IEW is squashing (Cycle)
system.cpu1.iew.blockCycles                  10905548                       # Number of cycles IEW is blocking (Cycle)
system.cpu1.iew.unblockCycles                 5993794                       # Number of cycles IEW is unblocking (Cycle)
system.cpu1.iew.dispatchedInsts             185024798                       # Number of instructions dispatched to IQ (Count)
system.cpu1.iew.dispSquashedInsts              157842                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu1.iew.dispLoadInsts                36610589                       # Number of dispatched load instructions (Count)
system.cpu1.iew.dispStoreInsts               12827121                       # Number of dispatched store instructions (Count)
system.cpu1.iew.dispNonSpecInsts                 2664                       # Number of dispatched non-speculative instructions (Count)
system.cpu1.iew.iqFullEvents                    67004                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu1.iew.lsqFullEvents                 5865786                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu1.iew.memOrderViolationEvents          2839                       # Number of memory order violations (Count)
system.cpu1.iew.predictedTakenIncorrect         82014                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu1.iew.predictedNotTakenIncorrect        10248                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu1.iew.branchMispredicts               92262                       # Number of branch mispredicts detected at execute (Count)
system.cpu1.iew.instsToCommit               184547377                       # Cumulative count of insts sent to commit (Count)
system.cpu1.iew.writebackCount              184532760                       # Cumulative count of insts written-back (Count)
system.cpu1.iew.producerInst                124071920                       # Number of instructions producing a value (Count)
system.cpu1.iew.consumerInst                146047252                       # Number of instructions consuming a value (Count)
system.cpu1.iew.wbRate                       1.712008                       # Insts written-back per cycle ((Count/Cycle))
system.cpu1.iew.wbFanout                     0.849533                       # Average fanout of values written-back ((Count/Count))
system.cpu1.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu1.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu1.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu1.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED  62393801064                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu1.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu1.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu1.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu1.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  62393801064                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.l2.demandHits::cpu1.inst                2                       # number of demand (read+write) hits (Count)
system.cpu1.l2.demandHits::cpu1.data          1232388                       # number of demand (read+write) hits (Count)
system.cpu1.l2.demandHits::total              1232390                       # number of demand (read+write) hits (Count)
system.cpu1.l2.overallHits::cpu1.inst               2                       # number of overall hits (Count)
system.cpu1.l2.overallHits::cpu1.data         1232388                       # number of overall hits (Count)
system.cpu1.l2.overallHits::total             1232390                       # number of overall hits (Count)
system.cpu1.l2.demandMisses::cpu1.inst            454                       # number of demand (read+write) misses (Count)
system.cpu1.l2.demandMisses::cpu1.data          91789                       # number of demand (read+write) misses (Count)
system.cpu1.l2.demandMisses::total              92243                       # number of demand (read+write) misses (Count)
system.cpu1.l2.overallMisses::cpu1.inst           454                       # number of overall misses (Count)
system.cpu1.l2.overallMisses::cpu1.data         91789                       # number of overall misses (Count)
system.cpu1.l2.overallMisses::total             92243                       # number of overall misses (Count)
system.cpu1.l2.demandMissLatency::cpu1.inst     31148250                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.l2.demandMissLatency::cpu1.data   7287665552                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.l2.demandMissLatency::total    7318813802                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.l2.overallMissLatency::cpu1.inst     31148250                       # number of overall miss ticks (Tick)
system.cpu1.l2.overallMissLatency::cpu1.data   7287665552                       # number of overall miss ticks (Tick)
system.cpu1.l2.overallMissLatency::total   7318813802                       # number of overall miss ticks (Tick)
system.cpu1.l2.demandAccesses::cpu1.inst          456                       # number of demand (read+write) accesses (Count)
system.cpu1.l2.demandAccesses::cpu1.data      1324177                       # number of demand (read+write) accesses (Count)
system.cpu1.l2.demandAccesses::total          1324633                       # number of demand (read+write) accesses (Count)
system.cpu1.l2.overallAccesses::cpu1.inst          456                       # number of overall (read+write) accesses (Count)
system.cpu1.l2.overallAccesses::cpu1.data      1324177                       # number of overall (read+write) accesses (Count)
system.cpu1.l2.overallAccesses::total         1324633                       # number of overall (read+write) accesses (Count)
system.cpu1.l2.demandMissRate::cpu1.inst     0.995614                       # miss rate for demand accesses (Ratio)
system.cpu1.l2.demandMissRate::cpu1.data     0.069318                       # miss rate for demand accesses (Ratio)
system.cpu1.l2.demandMissRate::total         0.069637                       # miss rate for demand accesses (Ratio)
system.cpu1.l2.overallMissRate::cpu1.inst     0.995614                       # miss rate for overall accesses (Ratio)
system.cpu1.l2.overallMissRate::cpu1.data     0.069318                       # miss rate for overall accesses (Ratio)
system.cpu1.l2.overallMissRate::total        0.069637                       # miss rate for overall accesses (Ratio)
system.cpu1.l2.demandAvgMissLatency::cpu1.inst 68608.480176                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.l2.demandAvgMissLatency::cpu1.data 79395.848653                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.l2.demandAvgMissLatency::total 79342.755570                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.l2.overallAvgMissLatency::cpu1.inst 68608.480176                       # average overall miss latency ((Tick/Count))
system.cpu1.l2.overallAvgMissLatency::cpu1.data 79395.848653                       # average overall miss latency ((Tick/Count))
system.cpu1.l2.overallAvgMissLatency::total 79342.755570                       # average overall miss latency ((Tick/Count))
system.cpu1.l2.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.cpu1.l2.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.l2.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.cpu1.l2.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.l2.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.l2.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.l2.writebacks::writebacks           57269                       # number of writebacks (Count)
system.cpu1.l2.writebacks::total                57269                       # number of writebacks (Count)
system.cpu1.l2.demandMshrMisses::cpu1.inst          454                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.l2.demandMshrMisses::cpu1.data        91789                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.l2.demandMshrMisses::total          92243                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.l2.overallMshrMisses::cpu1.inst          454                       # number of overall MSHR misses (Count)
system.cpu1.l2.overallMshrMisses::cpu1.data        91789                       # number of overall MSHR misses (Count)
system.cpu1.l2.overallMshrMisses::total         92243                       # number of overall MSHR misses (Count)
system.cpu1.l2.demandMshrMissLatency::cpu1.inst     27906690                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.l2.demandMshrMissLatency::cpu1.data   6632277812                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.l2.demandMshrMissLatency::total   6660184502                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.l2.overallMshrMissLatency::cpu1.inst     27906690                       # number of overall MSHR miss ticks (Tick)
system.cpu1.l2.overallMshrMissLatency::cpu1.data   6632277812                       # number of overall MSHR miss ticks (Tick)
system.cpu1.l2.overallMshrMissLatency::total   6660184502                       # number of overall MSHR miss ticks (Tick)
system.cpu1.l2.demandMshrMissRate::cpu1.inst     0.995614                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.l2.demandMshrMissRate::cpu1.data     0.069318                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.l2.demandMshrMissRate::total     0.069637                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.l2.overallMshrMissRate::cpu1.inst     0.995614                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.l2.overallMshrMissRate::cpu1.data     0.069318                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.l2.overallMshrMissRate::total     0.069637                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.l2.demandAvgMshrMissLatency::cpu1.inst 61468.480176                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.l2.demandAvgMshrMissLatency::cpu1.data 72255.693079                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.l2.demandAvgMshrMissLatency::total 72202.600761                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.l2.overallAvgMshrMissLatency::cpu1.inst 61468.480176                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.l2.overallAvgMshrMissLatency::cpu1.data 72255.693079                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.l2.overallAvgMshrMissLatency::total 72202.600761                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.l2.replacements                     60993                       # number of replacements (Count)
system.cpu1.l2.InvalidateReq.hits::cpu1.data            3                       # number of InvalidateReq hits (Count)
system.cpu1.l2.InvalidateReq.hits::total            3                       # number of InvalidateReq hits (Count)
system.cpu1.l2.InvalidateReq.misses::cpu1.data         1896                       # number of InvalidateReq misses (Count)
system.cpu1.l2.InvalidateReq.misses::total         1896                       # number of InvalidateReq misses (Count)
system.cpu1.l2.InvalidateReq.accesses::cpu1.data         1899                       # number of InvalidateReq accesses(hits+misses) (Count)
system.cpu1.l2.InvalidateReq.accesses::total         1899                       # number of InvalidateReq accesses(hits+misses) (Count)
system.cpu1.l2.InvalidateReq.missRate::cpu1.data     0.998420                       # miss rate for InvalidateReq accesses (Ratio)
system.cpu1.l2.InvalidateReq.missRate::total     0.998420                       # miss rate for InvalidateReq accesses (Ratio)
system.cpu1.l2.InvalidateReq.mshrMisses::cpu1.data         1896                       # number of InvalidateReq MSHR misses (Count)
system.cpu1.l2.InvalidateReq.mshrMisses::total         1896                       # number of InvalidateReq MSHR misses (Count)
system.cpu1.l2.InvalidateReq.mshrMissLatency::cpu1.data     57814722                       # number of InvalidateReq MSHR miss ticks (Tick)
system.cpu1.l2.InvalidateReq.mshrMissLatency::total     57814722                       # number of InvalidateReq MSHR miss ticks (Tick)
system.cpu1.l2.InvalidateReq.mshrMissRate::cpu1.data     0.998420                       # mshr miss rate for InvalidateReq accesses (Ratio)
system.cpu1.l2.InvalidateReq.mshrMissRate::total     0.998420                       # mshr miss rate for InvalidateReq accesses (Ratio)
system.cpu1.l2.InvalidateReq.avgMshrMissLatency::cpu1.data 30492.996835                       # average InvalidateReq mshr miss latency ((Tick/Count))
system.cpu1.l2.InvalidateReq.avgMshrMissLatency::total 30492.996835                       # average InvalidateReq mshr miss latency ((Tick/Count))
system.cpu1.l2.ReadCleanReq.hits::cpu1.inst            2                       # number of ReadCleanReq hits (Count)
system.cpu1.l2.ReadCleanReq.hits::total             2                       # number of ReadCleanReq hits (Count)
system.cpu1.l2.ReadCleanReq.misses::cpu1.inst          454                       # number of ReadCleanReq misses (Count)
system.cpu1.l2.ReadCleanReq.misses::total          454                       # number of ReadCleanReq misses (Count)
system.cpu1.l2.ReadCleanReq.missLatency::cpu1.inst     31148250                       # number of ReadCleanReq miss ticks (Tick)
system.cpu1.l2.ReadCleanReq.missLatency::total     31148250                       # number of ReadCleanReq miss ticks (Tick)
system.cpu1.l2.ReadCleanReq.accesses::cpu1.inst          456                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.cpu1.l2.ReadCleanReq.accesses::total          456                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.cpu1.l2.ReadCleanReq.missRate::cpu1.inst     0.995614                       # miss rate for ReadCleanReq accesses (Ratio)
system.cpu1.l2.ReadCleanReq.missRate::total     0.995614                       # miss rate for ReadCleanReq accesses (Ratio)
system.cpu1.l2.ReadCleanReq.avgMissLatency::cpu1.inst 68608.480176                       # average ReadCleanReq miss latency ((Tick/Count))
system.cpu1.l2.ReadCleanReq.avgMissLatency::total 68608.480176                       # average ReadCleanReq miss latency ((Tick/Count))
system.cpu1.l2.ReadCleanReq.mshrMisses::cpu1.inst          454                       # number of ReadCleanReq MSHR misses (Count)
system.cpu1.l2.ReadCleanReq.mshrMisses::total          454                       # number of ReadCleanReq MSHR misses (Count)
system.cpu1.l2.ReadCleanReq.mshrMissLatency::cpu1.inst     27906690                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.cpu1.l2.ReadCleanReq.mshrMissLatency::total     27906690                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.cpu1.l2.ReadCleanReq.mshrMissRate::cpu1.inst     0.995614                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.cpu1.l2.ReadCleanReq.mshrMissRate::total     0.995614                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.cpu1.l2.ReadCleanReq.avgMshrMissLatency::cpu1.inst 61468.480176                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.cpu1.l2.ReadCleanReq.avgMshrMissLatency::total 61468.480176                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.cpu1.l2.ReadExReq.hits::cpu1.data        17753                       # number of ReadExReq hits (Count)
system.cpu1.l2.ReadExReq.hits::total            17753                       # number of ReadExReq hits (Count)
system.cpu1.l2.ReadExReq.misses::cpu1.data        25685                       # number of ReadExReq misses (Count)
system.cpu1.l2.ReadExReq.misses::total          25685                       # number of ReadExReq misses (Count)
system.cpu1.l2.ReadExReq.missLatency::cpu1.data   2606823282                       # number of ReadExReq miss ticks (Tick)
system.cpu1.l2.ReadExReq.missLatency::total   2606823282                       # number of ReadExReq miss ticks (Tick)
system.cpu1.l2.ReadExReq.accesses::cpu1.data        43438                       # number of ReadExReq accesses(hits+misses) (Count)
system.cpu1.l2.ReadExReq.accesses::total        43438                       # number of ReadExReq accesses(hits+misses) (Count)
system.cpu1.l2.ReadExReq.missRate::cpu1.data     0.591303                       # miss rate for ReadExReq accesses (Ratio)
system.cpu1.l2.ReadExReq.missRate::total     0.591303                       # miss rate for ReadExReq accesses (Ratio)
system.cpu1.l2.ReadExReq.avgMissLatency::cpu1.data 101492.049134                       # average ReadExReq miss latency ((Tick/Count))
system.cpu1.l2.ReadExReq.avgMissLatency::total 101492.049134                       # average ReadExReq miss latency ((Tick/Count))
system.cpu1.l2.ReadExReq.mshrMisses::cpu1.data        25685                       # number of ReadExReq MSHR misses (Count)
system.cpu1.l2.ReadExReq.mshrMisses::total        25685                       # number of ReadExReq MSHR misses (Count)
