
---------- Begin Simulation Statistics ----------
simSeconds                                   0.014283                       # Number of seconds simulated (Second)
simTicks                                  14282589678                       # Number of ticks simulated (Tick)
finalTick                                 14282589678                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    396.83                       # Real time elapsed on the host (Second)
hostTickRate                                 35991273                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     701868                       # Number of bytes of host memory used (Byte)
simInsts                                    179396371                       # Number of instructions simulated (Count)
simOps                                      179461544                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   452068                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     452232                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        37981886                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       91298005                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                  192378                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      90548056                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 22549                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             2597080                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          1931706                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              14077                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           37842834                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.392740                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.035341                       # Number of insts issued each cycle (Count)
system.cpu1.fetch.icacheStallCycles           8540935                       # Number of cycles fetch is stalled on an Icache miss (Cycle)
system.cpu1.fetch.insts                      99089965                       # Number of instructions fetch has processed (Count)
system.cpu1.fetch.branches                    9536954                       # Number of branches that fetch encountered (Count)
system.cpu1.fetch.predictedBranches           6382469                       # Number of branches that fetch has predicted taken (Count)
system.cpu1.fetch.cycles                     29058821                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu1.fetch.squashCycles                 413174                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu1.fetch.miscStallCycles                   1                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu1.fetch.cacheLines                  8418558                       # Number of cache lines fetched (Count)
system.cpu1.fetch.icacheSquashes                49391                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu1.fetch.nisnDist::samples          37806344                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::mean             2.622057                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::stdev            3.227155                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::0                18470628     48.86%     48.86% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::1                 2451165      6.48%     55.34% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::2                 2663462      7.05%     62.38% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::3                 1954191      5.17%     67.55% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::4                 1171596      3.10%     70.65% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::5                 1997635      5.28%     75.94% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::6                  761816      2.02%     77.95% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::7                  442554      1.17%     79.12% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::8                 7893297     20.88%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::total            37806344                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.branchRate                 0.251942                       # Number of branch fetches per cycle (Ratio)
system.cpu1.fetch.rate                       2.617702                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu1.icache.demandHits::cpu1.inst      8417743                       # number of demand (read+write) hits (Count)
system.cpu1.icache.demandHits::total          8417743                       # number of demand (read+write) hits (Count)
system.cpu1.icache.overallHits::cpu1.inst      8417743                       # number of overall hits (Count)
system.cpu1.icache.overallHits::total         8417743                       # number of overall hits (Count)
system.cpu1.icache.demandMisses::cpu1.inst          815                       # number of demand (read+write) misses (Count)
system.cpu1.icache.demandMisses::total            815                       # number of demand (read+write) misses (Count)
system.cpu1.icache.overallMisses::cpu1.inst          815                       # number of overall misses (Count)
system.cpu1.icache.overallMisses::total           815                       # number of overall misses (Count)
system.cpu1.icache.demandMissLatency::cpu1.inst     47575962                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.demandMissLatency::total     47575962                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.overallMissLatency::cpu1.inst     47575962                       # number of overall miss ticks (Tick)
system.cpu1.icache.overallMissLatency::total     47575962                       # number of overall miss ticks (Tick)
system.cpu1.icache.demandAccesses::cpu1.inst      8418558                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.demandAccesses::total      8418558                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::cpu1.inst      8418558                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::total      8418558                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.demandMissRate::cpu1.inst     0.000097                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.demandMissRate::total     0.000097                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.overallMissRate::cpu1.inst     0.000097                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.overallMissRate::total     0.000097                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.demandAvgMissLatency::cpu1.inst 58375.413497                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.icache.demandAvgMissLatency::total 58375.413497                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.icache.overallAvgMissLatency::cpu1.inst 58375.413497                       # average overall miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMissLatency::total 58375.413497                       # average overall miss latency ((Tick/Count))
system.cpu1.icache.blockedCycles::no_mshrs           70                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCauses::no_mshrs            1                       # number of times access was blocked (Count)
system.cpu1.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.icache.avgBlocked::no_mshrs            70                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.writebacks::writebacks          112                       # number of writebacks (Count)
system.cpu1.icache.writebacks::total              112                       # number of writebacks (Count)
system.cpu1.icache.demandMshrHits::cpu1.inst          205                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.demandMshrHits::total          205                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.overallMshrHits::cpu1.inst          205                       # number of overall MSHR hits (Count)
system.cpu1.icache.overallMshrHits::total          205                       # number of overall MSHR hits (Count)
system.cpu1.icache.demandMshrMisses::cpu1.inst          610                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.demandMshrMisses::total          610                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::cpu1.inst          610                       # number of overall MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::total          610                       # number of overall MSHR misses (Count)
system.cpu1.icache.demandMshrMissLatency::cpu1.inst     37812369                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissLatency::total     37812369                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::cpu1.inst     37812369                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::total     37812369                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissRate::cpu1.inst     0.000072                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.demandMshrMissRate::total     0.000072                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::cpu1.inst     0.000072                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::total     0.000072                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.demandAvgMshrMissLatency::cpu1.inst 61987.490164                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.demandAvgMshrMissLatency::total 61987.490164                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMshrMissLatency::cpu1.inst 61987.490164                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMshrMissLatency::total 61987.490164                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.replacements                   112                       # number of replacements (Count)
system.cpu1.icache.ReadReq.hits::cpu1.inst      8417743                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.hits::total        8417743                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.misses::cpu1.inst          815                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.misses::total          815                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.missLatency::cpu1.inst     47575962                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.missLatency::total     47575962                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.accesses::cpu1.inst      8418558                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.accesses::total      8418558                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.missRate::cpu1.inst     0.000097                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.missRate::total     0.000097                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.avgMissLatency::cpu1.inst 58375.413497                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.avgMissLatency::total 58375.413497                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.mshrHits::cpu1.inst          205                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrHits::total          205                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrMisses::cpu1.inst          610                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMisses::total          610                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMissLatency::cpu1.inst     37812369                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissLatency::total     37812369                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissRate::cpu1.inst     0.000072                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.mshrMissRate::total     0.000072                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.avgMshrMissLatency::cpu1.inst 61987.490164                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.avgMshrMissLatency::total 61987.490164                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.icache.power_state.pwrStateResidencyTicks::UNDEFINED  14282589678                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.icache.tags.tagsInUse          460.468721                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.icache.tags.totalRefs             8418353                       # Total number of references to valid blocks. (Count)
system.cpu1.icache.tags.sampledRefs               610                       # Sample count of references to valid blocks. (Count)
system.cpu1.icache.tags.avgRefs          13800.578689                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.icache.tags.warmupTick          560182623                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.icache.tags.occupancies::cpu1.inst   460.468721                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu1.icache.tags.avgOccs::cpu1.inst     0.899353                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.icache.tags.avgOccs::total       0.899353                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.icache.tags.occupanciesTaskId::1024          498                       # Occupied blocks per task id (Count)
system.cpu1.icache.tags.ageTaskId_1024::1           51                       # Occupied blocks per task id, per block age (Count)
system.cpu1.icache.tags.ageTaskId_1024::3            6                       # Occupied blocks per task id, per block age (Count)
system.cpu1.icache.tags.ageTaskId_1024::4          441                       # Occupied blocks per task id, per block age (Count)
system.cpu1.icache.tags.ratioOccsTaskId::1024     0.972656                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu1.icache.tags.tagAccesses          67349074                       # Number of tag accesses (Count)
system.cpu1.icache.tags.dataAccesses         67349074                       # Number of data accesses (Count)
system.cpu1.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  14282589678                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu1.iew.squashCycles                   194880                       # Number of cycles IEW is squashing (Cycle)
system.cpu1.iew.blockCycles                    583675                       # Number of cycles IEW is blocking (Cycle)
system.cpu1.iew.unblockCycles                  255950                       # Number of cycles IEW is unblocking (Cycle)
system.cpu1.iew.dispatchedInsts              93474502                       # Number of instructions dispatched to IQ (Count)
system.cpu1.iew.dispSquashedInsts              384826                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu1.iew.dispLoadInsts                16038330                       # Number of dispatched load instructions (Count)
system.cpu1.iew.dispStoreInsts                3346523                       # Number of dispatched store instructions (Count)
system.cpu1.iew.dispNonSpecInsts               114391                       # Number of dispatched non-speculative instructions (Count)
system.cpu1.iew.iqFullEvents                    48475                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu1.iew.lsqFullEvents                  196604                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu1.iew.memOrderViolationEvents          4518                       # Number of memory order violations (Count)
system.cpu1.iew.predictedTakenIncorrect        151348                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu1.iew.predictedNotTakenIncorrect        48802                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu1.iew.branchMispredicts              200150                       # Number of branch mispredicts detected at execute (Count)
system.cpu1.iew.instsToCommit                91907645                       # Cumulative count of insts sent to commit (Count)
system.cpu1.iew.writebackCount               91840819                       # Cumulative count of insts written-back (Count)
system.cpu1.iew.producerInst                 69834417                       # Number of instructions producing a value (Count)
system.cpu1.iew.consumerInst                 95968871                       # Number of instructions consuming a value (Count)
system.cpu1.iew.wbRate                       2.426198                       # Insts written-back per cycle ((Count/Cycle))
system.cpu1.iew.wbFanout                     0.727678                       # Average fanout of values written-back ((Count/Count))
system.cpu1.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu1.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu1.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu1.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED  14282589678                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu1.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu1.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu1.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu1.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  14282589678                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.l2.demandHits::cpu1.inst                5                       # number of demand (read+write) hits (Count)
system.cpu1.l2.demandHits::cpu1.data           126657                       # number of demand (read+write) hits (Count)
system.cpu1.l2.demandHits::total               126662                       # number of demand (read+write) hits (Count)
system.cpu1.l2.overallHits::cpu1.inst               5                       # number of overall hits (Count)
system.cpu1.l2.overallHits::cpu1.data          126657                       # number of overall hits (Count)
system.cpu1.l2.overallHits::total              126662                       # number of overall hits (Count)
system.cpu1.l2.demandMisses::cpu1.inst            605                       # number of demand (read+write) misses (Count)
system.cpu1.l2.demandMisses::cpu1.data          30703                       # number of demand (read+write) misses (Count)
system.cpu1.l2.demandMisses::total              31308                       # number of demand (read+write) misses (Count)
system.cpu1.l2.overallMisses::cpu1.inst           605                       # number of overall misses (Count)
system.cpu1.l2.overallMisses::cpu1.data         30703                       # number of overall misses (Count)
system.cpu1.l2.overallMisses::total             31308                       # number of overall misses (Count)
system.cpu1.l2.demandMissLatency::cpu1.inst     37113363                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.l2.demandMissLatency::cpu1.data   1006056382                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.l2.demandMissLatency::total    1043169745                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.l2.overallMissLatency::cpu1.inst     37113363                       # number of overall miss ticks (Tick)
system.cpu1.l2.overallMissLatency::cpu1.data   1006056382                       # number of overall miss ticks (Tick)
system.cpu1.l2.overallMissLatency::total   1043169745                       # number of overall miss ticks (Tick)
system.cpu1.l2.demandAccesses::cpu1.inst          610                       # number of demand (read+write) accesses (Count)
system.cpu1.l2.demandAccesses::cpu1.data       157360                       # number of demand (read+write) accesses (Count)
system.cpu1.l2.demandAccesses::total           157970                       # number of demand (read+write) accesses (Count)
system.cpu1.l2.overallAccesses::cpu1.inst          610                       # number of overall (read+write) accesses (Count)
system.cpu1.l2.overallAccesses::cpu1.data       157360                       # number of overall (read+write) accesses (Count)
system.cpu1.l2.overallAccesses::total          157970                       # number of overall (read+write) accesses (Count)
system.cpu1.l2.demandMissRate::cpu1.inst     0.991803                       # miss rate for demand accesses (Ratio)
system.cpu1.l2.demandMissRate::cpu1.data     0.195113                       # miss rate for demand accesses (Ratio)
system.cpu1.l2.demandMissRate::total         0.198190                       # miss rate for demand accesses (Ratio)
system.cpu1.l2.overallMissRate::cpu1.inst     0.991803                       # miss rate for overall accesses (Ratio)
system.cpu1.l2.overallMissRate::cpu1.data     0.195113                       # miss rate for overall accesses (Ratio)
system.cpu1.l2.overallMissRate::total        0.198190                       # miss rate for overall accesses (Ratio)
system.cpu1.l2.demandAvgMissLatency::cpu1.inst 61344.401653                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.l2.demandAvgMissLatency::cpu1.data 32767.364166                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.l2.demandAvgMissLatency::total 33319.590680                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.l2.overallAvgMissLatency::cpu1.inst 61344.401653                       # average overall miss latency ((Tick/Count))
system.cpu1.l2.overallAvgMissLatency::cpu1.data 32767.364166                       # average overall miss latency ((Tick/Count))
system.cpu1.l2.overallAvgMissLatency::total 33319.590680                       # average overall miss latency ((Tick/Count))
system.cpu1.l2.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.cpu1.l2.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.l2.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.cpu1.l2.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.l2.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.l2.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.l2.demandMshrMisses::cpu1.inst          605                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.l2.demandMshrMisses::cpu1.data        30703                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.l2.demandMshrMisses::total          31308                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.l2.overallMshrMisses::cpu1.inst          605                       # number of overall MSHR misses (Count)
system.cpu1.l2.overallMshrMisses::cpu1.data        30703                       # number of overall MSHR misses (Count)
system.cpu1.l2.overallMshrMisses::total         31308                       # number of overall MSHR misses (Count)
system.cpu1.l2.demandMshrMissLatency::cpu1.inst     32793663                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.l2.demandMshrMissLatency::cpu1.data    786472822                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.l2.demandMshrMissLatency::total    819266485                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.l2.overallMshrMissLatency::cpu1.inst     32793663                       # number of overall MSHR miss ticks (Tick)
system.cpu1.l2.overallMshrMissLatency::cpu1.data    786472822                       # number of overall MSHR miss ticks (Tick)
system.cpu1.l2.overallMshrMissLatency::total    819266485                       # number of overall MSHR miss ticks (Tick)
system.cpu1.l2.demandMshrMissRate::cpu1.inst     0.991803                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.l2.demandMshrMissRate::cpu1.data     0.195113                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.l2.demandMshrMissRate::total     0.198190                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.l2.overallMshrMissRate::cpu1.inst     0.991803                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.l2.overallMshrMissRate::cpu1.data     0.195113                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.l2.overallMshrMissRate::total     0.198190                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.l2.demandAvgMshrMissLatency::cpu1.inst 54204.401653                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.l2.demandAvgMshrMissLatency::cpu1.data 25615.504088                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.l2.demandAvgMshrMissLatency::total 26167.959787                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.l2.overallAvgMshrMissLatency::cpu1.inst 54204.401653                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.l2.overallAvgMshrMissLatency::cpu1.data 25615.504088                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.l2.overallAvgMshrMissLatency::total 26167.959787                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.l2.replacements                         0                       # number of replacements (Count)
system.cpu1.l2.InvalidateReq.hits::cpu1.data          270                       # number of InvalidateReq hits (Count)
system.cpu1.l2.InvalidateReq.hits::total          270                       # number of InvalidateReq hits (Count)
system.cpu1.l2.InvalidateReq.misses::cpu1.data           69                       # number of InvalidateReq misses (Count)
system.cpu1.l2.InvalidateReq.misses::total           69                       # number of InvalidateReq misses (Count)
system.cpu1.l2.InvalidateReq.missLatency::cpu1.data      2369766                       # number of InvalidateReq miss ticks (Tick)
system.cpu1.l2.InvalidateReq.missLatency::total      2369766                       # number of InvalidateReq miss ticks (Tick)
system.cpu1.l2.InvalidateReq.accesses::cpu1.data          339                       # number of InvalidateReq accesses(hits+misses) (Count)
system.cpu1.l2.InvalidateReq.accesses::total          339                       # number of InvalidateReq accesses(hits+misses) (Count)
system.cpu1.l2.InvalidateReq.missRate::cpu1.data     0.203540                       # miss rate for InvalidateReq accesses (Ratio)
system.cpu1.l2.InvalidateReq.missRate::total     0.203540                       # miss rate for InvalidateReq accesses (Ratio)
system.cpu1.l2.InvalidateReq.avgMissLatency::cpu1.data 34344.434783                       # average InvalidateReq miss latency ((Tick/Count))
system.cpu1.l2.InvalidateReq.avgMissLatency::total 34344.434783                       # average InvalidateReq miss latency ((Tick/Count))
system.cpu1.l2.InvalidateReq.mshrMisses::cpu1.data           69                       # number of InvalidateReq MSHR misses (Count)
system.cpu1.l2.InvalidateReq.mshrMisses::total           69                       # number of InvalidateReq MSHR misses (Count)
system.cpu1.l2.InvalidateReq.mshrMissLatency::cpu1.data      2040612                       # number of InvalidateReq MSHR miss ticks (Tick)
system.cpu1.l2.InvalidateReq.mshrMissLatency::total      2040612                       # number of InvalidateReq MSHR miss ticks (Tick)
system.cpu1.l2.InvalidateReq.mshrMissRate::cpu1.data     0.203540                       # mshr miss rate for InvalidateReq accesses (Ratio)
system.cpu1.l2.InvalidateReq.mshrMissRate::total     0.203540                       # mshr miss rate for InvalidateReq accesses (Ratio)
system.cpu1.l2.InvalidateReq.avgMshrMissLatency::cpu1.data 29574.086957                       # average InvalidateReq mshr miss latency ((Tick/Count))
system.cpu1.l2.InvalidateReq.avgMshrMissLatency::total 29574.086957                       # average InvalidateReq mshr miss latency ((Tick/Count))
system.cpu1.l2.ReadCleanReq.hits::cpu1.inst            5                       # number of ReadCleanReq hits (Count)
system.cpu1.l2.ReadCleanReq.hits::total             5                       # number of ReadCleanReq hits (Count)
system.cpu1.l2.ReadCleanReq.misses::cpu1.inst          605                       # number of ReadCleanReq misses (Count)
system.cpu1.l2.ReadCleanReq.misses::total          605                       # number of ReadCleanReq misses (Count)
system.cpu1.l2.ReadCleanReq.missLatency::cpu1.inst     37113363                       # number of ReadCleanReq miss ticks (Tick)
system.cpu1.l2.ReadCleanReq.missLatency::total     37113363                       # number of ReadCleanReq miss ticks (Tick)
system.cpu1.l2.ReadCleanReq.accesses::cpu1.inst          610                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.cpu1.l2.ReadCleanReq.accesses::total          610                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.cpu1.l2.ReadCleanReq.missRate::cpu1.inst     0.991803                       # miss rate for ReadCleanReq accesses (Ratio)
system.cpu1.l2.ReadCleanReq.missRate::total     0.991803                       # miss rate for ReadCleanReq accesses (Ratio)
system.cpu1.l2.ReadCleanReq.avgMissLatency::cpu1.inst 61344.401653                       # average ReadCleanReq miss latency ((Tick/Count))
system.cpu1.l2.ReadCleanReq.avgMissLatency::total 61344.401653                       # average ReadCleanReq miss latency ((Tick/Count))
system.cpu1.l2.ReadCleanReq.mshrMisses::cpu1.inst          605                       # number of ReadCleanReq MSHR misses (Count)
system.cpu1.l2.ReadCleanReq.mshrMisses::total          605                       # number of ReadCleanReq MSHR misses (Count)
system.cpu1.l2.ReadCleanReq.mshrMissLatency::cpu1.inst     32793663                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.cpu1.l2.ReadCleanReq.mshrMissLatency::total     32793663                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.cpu1.l2.ReadCleanReq.mshrMissRate::cpu1.inst     0.991803                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.cpu1.l2.ReadCleanReq.mshrMissRate::total     0.991803                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.cpu1.l2.ReadCleanReq.avgMshrMissLatency::cpu1.inst 54204.401653                       # average ReadCleanReq mshr miss latency ((Tick/Count))
