
---------- Begin Simulation Statistics ----------
simSeconds                                   0.065845                       # Number of seconds simulated (Second)
simTicks                                  65845084998                       # Number of ticks simulated (Tick)
finalTick                                 65845084998                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1407.55                       # Real time elapsed on the host (Second)
hostTickRate                                 46779946                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     784852                       # Number of bytes of host memory used (Byte)
simInsts                                    430066556                       # Number of instructions simulated (Count)
simOps                                      647121143                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   305543                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     459750                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       178395120                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      390142931                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   12117                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     383637801                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 62080                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined            19905354                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined         36414124                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved               4908                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          178087407                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.154211                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.533906                       # Number of insts issued each cycle (Count)
system.cpu1.dcache.ReadReq.mshrMissRate::total     0.032573                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.dcache.ReadReq.avgMshrMissLatency::cpu1.data 11850.669689                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.ReadReq.avgMshrMissLatency::total 11850.669689                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.WriteReq.hits::cpu1.data     12924299                       # number of WriteReq hits (Count)
system.cpu1.dcache.WriteReq.hits::total      12924299                       # number of WriteReq hits (Count)
system.cpu1.dcache.WriteReq.misses::cpu1.data        48537                       # number of WriteReq misses (Count)
system.cpu1.dcache.WriteReq.misses::total        48537                       # number of WriteReq misses (Count)
system.cpu1.dcache.WriteReq.missLatency::cpu1.data   2576859122                       # number of WriteReq miss ticks (Tick)
system.cpu1.dcache.WriteReq.missLatency::total   2576859122                       # number of WriteReq miss ticks (Tick)
system.cpu1.dcache.WriteReq.accesses::cpu1.data     12972836                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu1.dcache.WriteReq.accesses::total     12972836                       # number of WriteReq accesses(hits+misses) (Count)
system.cpu1.dcache.WriteReq.missRate::cpu1.data     0.003741                       # miss rate for WriteReq accesses (Ratio)
system.cpu1.dcache.WriteReq.missRate::total     0.003741                       # miss rate for WriteReq accesses (Ratio)
system.cpu1.dcache.WriteReq.avgMissLatency::cpu1.data 53090.613800                       # average WriteReq miss latency ((Tick/Count))
system.cpu1.dcache.WriteReq.avgMissLatency::total 53090.613800                       # average WriteReq miss latency ((Tick/Count))
system.cpu1.dcache.WriteReq.mshrHits::cpu1.data           12                       # number of WriteReq MSHR hits (Count)
system.cpu1.dcache.WriteReq.mshrHits::total           12                       # number of WriteReq MSHR hits (Count)
system.cpu1.dcache.WriteReq.mshrMisses::cpu1.data        48525                       # number of WriteReq MSHR misses (Count)
system.cpu1.dcache.WriteReq.mshrMisses::total        48525                       # number of WriteReq MSHR misses (Count)
system.cpu1.dcache.WriteReq.mshrMissLatency::cpu1.data   2542148369                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu1.dcache.WriteReq.mshrMissLatency::total   2542148369                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu1.dcache.WriteReq.mshrMissRate::cpu1.data     0.003741                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu1.dcache.WriteReq.mshrMissRate::total     0.003741                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu1.dcache.WriteReq.avgMshrMissLatency::cpu1.data 52388.425945                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.WriteReq.avgMshrMissLatency::total 52388.425945                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu1.dcache.power_state.pwrStateResidencyTicks::UNDEFINED  65845084998                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.dcache.tags.tagsInUse          498.180469                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.dcache.tags.totalRefs            52043720                       # Total number of references to valid blocks. (Count)
system.cpu1.dcache.tags.sampledRefs           1328311                       # Sample count of references to valid blocks. (Count)
system.cpu1.dcache.tags.avgRefs             39.180373                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.dcache.tags.warmupTick        33754602399                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.dcache.tags.occupancies::cpu1.data   498.180469                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu1.dcache.tags.avgOccs::cpu1.data     0.486504                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.dcache.tags.avgOccs::total       0.486504                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.dcache.tags.occupanciesTaskId::1024         1016                       # Occupied blocks per task id (Count)
system.cpu1.dcache.tags.ageTaskId_1024::1           28                       # Occupied blocks per task id, per block age (Count)
system.cpu1.dcache.tags.ageTaskId_1024::2          974                       # Occupied blocks per task id, per block age (Count)
system.cpu1.dcache.tags.ageTaskId_1024::3           14                       # Occupied blocks per task id, per block age (Count)
system.cpu1.dcache.tags.ratioOccsTaskId::1024     0.992188                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu1.dcache.tags.tagAccesses         420207583                       # Number of tag accesses (Count)
system.cpu1.dcache.tags.dataAccesses        420207583                       # Number of data accesses (Count)
system.cpu1.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  65845084998                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.decode.idleCycles                15539756                       # Number of cycles decode is idle (Cycle)
system.cpu1.decode.blockedCycles             34931051                       # Number of cycles decode is blocked (Cycle)
system.cpu1.decode.runCycles                 33100846                       # Number of cycles decode is running (Cycle)
system.cpu1.decode.unblockCycles              5870715                       # Number of cycles decode is unblocking (Cycle)
system.cpu1.decode.squashCycles                 93699                       # Number of cycles decode is squashing (Cycle)
system.cpu1.decode.branchResolved             6775353                       # Number of times decode resolved a branch (Count)
system.cpu1.decode.branchMispred                 3433                       # Number of times decode detected a branch misprediction (Count)
system.cpu1.decode.decodedInsts             280057691                       # Number of instructions handled by decode (Count)
system.cpu1.decode.squashedInsts                12949                       # Number of squashed instructions handled by decode (Count)
system.cpu1.dtb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu1.dtb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.dtb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu1.dtb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.dtb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.dtb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.dtb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu1.dtb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED  65845084998                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.dtb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.dtb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu1.dtb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu1.dtb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.dtb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.dtb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu1.dtb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu1.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  65845084998                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.fetch.icacheStallCycles          17276066                       # Number of cycles fetch is stalled on an Icache miss (Cycle)
system.cpu1.fetch.insts                     192373861                       # Number of instructions fetch has processed (Count)
system.cpu1.fetch.branches                    7138156                       # Number of branches that fetch encountered (Count)
system.cpu1.fetch.predictedBranches           6882142                       # Number of branches that fetch has predicted taken (Count)
system.cpu1.fetch.cycles                     72161938                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu1.fetch.squashCycles                 194210                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu1.fetch.miscStallCycles                 135                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu1.fetch.pendingTrapStallCycles          823                       # Number of stall cycles due to pending traps (Cycle)
system.cpu1.fetch.cacheLines                 17220253                       # Number of cache lines fetched (Count)
system.cpu1.fetch.icacheSquashes                19069                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu1.fetch.nisnDist::samples          89536067                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::mean             3.142819                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::stdev            3.602008                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::0                47865848     53.46%     53.46% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::1                  822302      0.92%     54.38% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::2                 1159619      1.30%     55.67% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::3                 1860454      2.08%     57.75% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::4                 2397386      2.68%     60.43% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::5                 1158705      1.29%     61.72% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::6                 8200172      9.16%     70.88% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::7                  484043      0.54%     71.42% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::8                25587538     28.58%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.nisnDist::total            89536067                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu1.fetch.branchRate                 0.079683                       # Number of branch fetches per cycle (Ratio)
system.cpu1.fetch.rate                       2.147461                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu1.icache.demandHits::cpu1.inst     17219510                       # number of demand (read+write) hits (Count)
system.cpu1.icache.demandHits::total         17219510                       # number of demand (read+write) hits (Count)
system.cpu1.icache.overallHits::cpu1.inst     17219510                       # number of overall hits (Count)
system.cpu1.icache.overallHits::total        17219510                       # number of overall hits (Count)
system.cpu1.icache.demandMisses::cpu1.inst          743                       # number of demand (read+write) misses (Count)
system.cpu1.icache.demandMisses::total            743                       # number of demand (read+write) misses (Count)
system.cpu1.icache.overallMisses::cpu1.inst          743                       # number of overall misses (Count)
system.cpu1.icache.overallMisses::total           743                       # number of overall misses (Count)
system.cpu1.icache.demandMissLatency::cpu1.inst     47002263                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.demandMissLatency::total     47002263                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.icache.overallMissLatency::cpu1.inst     47002263                       # number of overall miss ticks (Tick)
system.cpu1.icache.overallMissLatency::total     47002263                       # number of overall miss ticks (Tick)
system.cpu1.icache.demandAccesses::cpu1.inst     17220253                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.demandAccesses::total     17220253                       # number of demand (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::cpu1.inst     17220253                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.overallAccesses::total     17220253                       # number of overall (read+write) accesses (Count)
system.cpu1.icache.demandMissRate::cpu1.inst     0.000043                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.demandMissRate::total     0.000043                       # miss rate for demand accesses (Ratio)
system.cpu1.icache.overallMissRate::cpu1.inst     0.000043                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.overallMissRate::total     0.000043                       # miss rate for overall accesses (Ratio)
system.cpu1.icache.demandAvgMissLatency::cpu1.inst 63260.111709                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.icache.demandAvgMissLatency::total 63260.111709                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.icache.overallAvgMissLatency::cpu1.inst 63260.111709                       # average overall miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMissLatency::total 63260.111709                       # average overall miss latency ((Tick/Count))
system.cpu1.icache.blockedCycles::no_mshrs          479                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.icache.blockedCauses::no_mshrs            1                       # number of times access was blocked (Count)
system.cpu1.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.icache.avgBlocked::no_mshrs           479                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.icache.writebacks::writebacks          105                       # number of writebacks (Count)
system.cpu1.icache.writebacks::total              105                       # number of writebacks (Count)
system.cpu1.icache.demandMshrHits::cpu1.inst          147                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.demandMshrHits::total          147                       # number of demand (read+write) MSHR hits (Count)
system.cpu1.icache.overallMshrHits::cpu1.inst          147                       # number of overall MSHR hits (Count)
system.cpu1.icache.overallMshrHits::total          147                       # number of overall MSHR hits (Count)
system.cpu1.icache.demandMshrMisses::cpu1.inst          596                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.demandMshrMisses::total          596                       # number of demand (read+write) MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::cpu1.inst          596                       # number of overall MSHR misses (Count)
system.cpu1.icache.overallMshrMisses::total          596                       # number of overall MSHR misses (Count)
system.cpu1.icache.demandMshrMissLatency::cpu1.inst     38414271                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissLatency::total     38414271                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::cpu1.inst     38414271                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.overallMshrMissLatency::total     38414271                       # number of overall MSHR miss ticks (Tick)
system.cpu1.icache.demandMshrMissRate::cpu1.inst     0.000035                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.demandMshrMissRate::total     0.000035                       # mshr miss ratio for demand accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::cpu1.inst     0.000035                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.overallMshrMissRate::total     0.000035                       # mshr miss ratio for overall accesses (Ratio)
system.cpu1.icache.demandAvgMshrMissLatency::cpu1.inst 64453.474832                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.demandAvgMshrMissLatency::total 64453.474832                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMshrMissLatency::cpu1.inst 64453.474832                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.overallAvgMshrMissLatency::total 64453.474832                       # average overall mshr miss latency ((Tick/Count))
system.cpu1.icache.replacements                   105                       # number of replacements (Count)
system.cpu1.icache.ReadReq.hits::cpu1.inst     17219510                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.hits::total       17219510                       # number of ReadReq hits (Count)
system.cpu1.icache.ReadReq.misses::cpu1.inst          743                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.misses::total          743                       # number of ReadReq misses (Count)
system.cpu1.icache.ReadReq.missLatency::cpu1.inst     47002263                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.missLatency::total     47002263                       # number of ReadReq miss ticks (Tick)
system.cpu1.icache.ReadReq.accesses::cpu1.inst     17220253                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.accesses::total     17220253                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu1.icache.ReadReq.missRate::cpu1.inst     0.000043                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.missRate::total     0.000043                       # miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.avgMissLatency::cpu1.inst 63260.111709                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.avgMissLatency::total 63260.111709                       # average ReadReq miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.mshrHits::cpu1.inst          147                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrHits::total          147                       # number of ReadReq MSHR hits (Count)
system.cpu1.icache.ReadReq.mshrMisses::cpu1.inst          596                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMisses::total          596                       # number of ReadReq MSHR misses (Count)
system.cpu1.icache.ReadReq.mshrMissLatency::cpu1.inst     38414271                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissLatency::total     38414271                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu1.icache.ReadReq.mshrMissRate::cpu1.inst     0.000035                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.mshrMissRate::total     0.000035                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu1.icache.ReadReq.avgMshrMissLatency::cpu1.inst 64453.474832                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.icache.ReadReq.avgMshrMissLatency::total 64453.474832                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu1.icache.power_state.pwrStateResidencyTicks::UNDEFINED  65845084998                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.icache.tags.tagsInUse          156.036945                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.icache.tags.totalRefs            17220106                       # Total number of references to valid blocks. (Count)
system.cpu1.icache.tags.sampledRefs               596                       # Sample count of references to valid blocks. (Count)
system.cpu1.icache.tags.avgRefs          28892.795302                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.icache.tags.warmupTick        33754575624                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.icache.tags.occupancies::cpu1.inst   156.036945                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu1.icache.tags.avgOccs::cpu1.inst     0.304760                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.icache.tags.avgOccs::total       0.304760                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu1.icache.tags.occupanciesTaskId::1024          491                       # Occupied blocks per task id (Count)
system.cpu1.icache.tags.ageTaskId_1024::1           62                       # Occupied blocks per task id, per block age (Count)
system.cpu1.icache.tags.ageTaskId_1024::2           16                       # Occupied blocks per task id, per block age (Count)
system.cpu1.icache.tags.ageTaskId_1024::3          202                       # Occupied blocks per task id, per block age (Count)
system.cpu1.icache.tags.ageTaskId_1024::4          211                       # Occupied blocks per task id, per block age (Count)
system.cpu1.icache.tags.ratioOccsTaskId::1024     0.958984                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu1.icache.tags.tagAccesses         137762620                       # Number of tag accesses (Count)
system.cpu1.icache.tags.dataAccesses        137762620                       # Number of data accesses (Count)
system.cpu1.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  65845084998                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu1.iew.squashCycles                    93699                       # Number of cycles IEW is squashing (Cycle)
system.cpu1.iew.blockCycles                    472570                       # Number of cycles IEW is blocking (Cycle)
system.cpu1.iew.unblockCycles                 3386469                       # Number of cycles IEW is unblocking (Cycle)
system.cpu1.iew.dispatchedInsts             278926889                       # Number of instructions dispatched to IQ (Count)
system.cpu1.iew.dispSquashedInsts               77340                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu1.iew.dispLoadInsts                39800759                       # Number of dispatched load instructions (Count)
system.cpu1.iew.dispStoreInsts               13076483                       # Number of dispatched store instructions (Count)
system.cpu1.iew.dispNonSpecInsts                 2787                       # Number of dispatched non-speculative instructions (Count)
system.cpu1.iew.iqFullEvents                    20006                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu1.iew.lsqFullEvents                 3360253                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu1.iew.memOrderViolationEvents          5745                       # Number of memory order violations (Count)
system.cpu1.iew.predictedTakenIncorrect         81331                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu1.iew.predictedNotTakenIncorrect         8500                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu1.iew.branchMispredicts               89831                       # Number of branch mispredicts detected at execute (Count)
system.cpu1.iew.instsToCommit               277862743                       # Cumulative count of insts sent to commit (Count)
system.cpu1.iew.writebackCount              277822971                       # Cumulative count of insts written-back (Count)
system.cpu1.iew.producerInst                200341916                       # Number of instructions producing a value (Count)
system.cpu1.iew.consumerInst                352503641                       # Number of instructions consuming a value (Count)
system.cpu1.iew.wbRate                       3.101325                       # Insts written-back per cycle ((Count/Cycle))
system.cpu1.iew.wbFanout                     0.568340                       # Average fanout of values written-back ((Count/Count))
system.cpu1.interrupts.clk_domain.clock          5712                       # Clock period in ticks (Tick)
system.cpu1.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu1.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu1.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu1.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu1.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED  65845084998                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu1.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu1.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu1.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu1.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu1.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu1.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu1.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  65845084998                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu1.l2.demandHits::cpu1.inst                7                       # number of demand (read+write) hits (Count)
system.cpu1.l2.demandHits::cpu1.data          1234480                       # number of demand (read+write) hits (Count)
system.cpu1.l2.demandHits::total              1234487                       # number of demand (read+write) hits (Count)
system.cpu1.l2.overallHits::cpu1.inst               7                       # number of overall hits (Count)
system.cpu1.l2.overallHits::cpu1.data         1234480                       # number of overall hits (Count)
system.cpu1.l2.overallHits::total             1234487                       # number of overall hits (Count)
system.cpu1.l2.demandMisses::cpu1.inst            589                       # number of demand (read+write) misses (Count)
system.cpu1.l2.demandMisses::cpu1.data          93827                       # number of demand (read+write) misses (Count)
system.cpu1.l2.demandMisses::total              94416                       # number of demand (read+write) misses (Count)
system.cpu1.l2.overallMisses::cpu1.inst           589                       # number of overall misses (Count)
system.cpu1.l2.overallMisses::cpu1.data         93827                       # number of overall misses (Count)
system.cpu1.l2.overallMisses::total             94416                       # number of overall misses (Count)
system.cpu1.l2.demandMissLatency::cpu1.inst     37715622                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.l2.demandMissLatency::cpu1.data   7007614403                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.l2.demandMissLatency::total    7045330025                       # number of demand (read+write) miss ticks (Tick)
system.cpu1.l2.overallMissLatency::cpu1.inst     37715622                       # number of overall miss ticks (Tick)
system.cpu1.l2.overallMissLatency::cpu1.data   7007614403                       # number of overall miss ticks (Tick)
system.cpu1.l2.overallMissLatency::total   7045330025                       # number of overall miss ticks (Tick)
system.cpu1.l2.demandAccesses::cpu1.inst          596                       # number of demand (read+write) accesses (Count)
system.cpu1.l2.demandAccesses::cpu1.data      1328307                       # number of demand (read+write) accesses (Count)
system.cpu1.l2.demandAccesses::total          1328903                       # number of demand (read+write) accesses (Count)
system.cpu1.l2.overallAccesses::cpu1.inst          596                       # number of overall (read+write) accesses (Count)
system.cpu1.l2.overallAccesses::cpu1.data      1328307                       # number of overall (read+write) accesses (Count)
system.cpu1.l2.overallAccesses::total         1328903                       # number of overall (read+write) accesses (Count)
system.cpu1.l2.demandMissRate::cpu1.inst     0.988255                       # miss rate for demand accesses (Ratio)
system.cpu1.l2.demandMissRate::cpu1.data     0.070637                       # miss rate for demand accesses (Ratio)
system.cpu1.l2.demandMissRate::total         0.071048                       # miss rate for demand accesses (Ratio)
system.cpu1.l2.overallMissRate::cpu1.inst     0.988255                       # miss rate for overall accesses (Ratio)
system.cpu1.l2.overallMissRate::cpu1.data     0.070637                       # miss rate for overall accesses (Ratio)
system.cpu1.l2.overallMissRate::total        0.071048                       # miss rate for overall accesses (Ratio)
system.cpu1.l2.demandAvgMissLatency::cpu1.inst 64033.314092                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.l2.demandAvgMissLatency::cpu1.data 74686.544417                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.l2.demandAvgMissLatency::total 74620.085844                       # average overall miss latency in ticks ((Tick/Count))
system.cpu1.l2.overallAvgMissLatency::cpu1.inst 64033.314092                       # average overall miss latency ((Tick/Count))
system.cpu1.l2.overallAvgMissLatency::cpu1.data 74686.544417                       # average overall miss latency ((Tick/Count))
system.cpu1.l2.overallAvgMissLatency::total 74620.085844                       # average overall miss latency ((Tick/Count))
system.cpu1.l2.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.cpu1.l2.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu1.l2.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.cpu1.l2.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu1.l2.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
